url,status_code,status_text,final_url,has_redirect,redirect_count,response_time_ms,page_type,error
https://munchmakers.com/blog/roll-like-a-pro-your-ultimate-guide-to-choosing-the-best-joint-roller-for-2024/,200,OK,https://munchmakers.com/blog/roll-like-a-pro-your-ultimate-guide-to-choosing-the-best-joint-roller-for-2024/,No,0,548.19,blog,
https://munchmakers.com/blog/roll-right-the-ultimate-guide-to-buying-bulk-rolling-papers-for-every-enthusiast-f9cf8c/,200,OK,https://munchmakers.com/blog/roll-right-the-ultimate-guide-to-buying-bulk-rolling-papers-for-every-enthusiast-f9cf8c/,No,0,528.24,blog,
https://munchmakers.com/blog/roll-smart-your-ultimate-guide-to-bulk-rolling-papers-choosing-raw-king-size-c84ef8/,200,OK,https://munchmakers.com/blog/roll-smart-your-ultimate-guide-to-bulk-rolling-papers-choosing-raw-king-size-c84ef8/,No,0,581.49,blog,
https://munchmakers.com/blog/roll-with-ease-the-ultimate-guide-to-choosing-your-perfect-joint-roller/,200,OK,https://munchmakers.com/blog/roll-with-ease-the-ultimate-guide-to-choosing-your-perfect-joint-roller/,No,0,547.1,blog,
https://munchmakers.com/blog/roll-your-own-the-ultimate-guide-to-choosing-the-best-cigarette-rolling-machine-d7cea0/,200,OK,https://munchmakers.com/blog/roll-your-own-the-ultimate-guide-to-choosing-the-best-cigarette-rolling-machine-d7cea0/,No,0,544.35,blog,
https://munchmakers.com/blog/roll-your-own-the-ultimate-guide-to-cigarette-rolling-machines-for-every-smoker-a940ab/,200,OK,https://munchmakers.com/blog/roll-your-own-the-ultimate-guide-to-cigarette-rolling-machines-for-every-smoker-a940ab/,No,0,524.7,blog,
https://munchmakers.com/blog/roll-your-way-the-ultimate-guide-to-choosing-the-best-cigarette-rolling-machine-06bf76/,200,OK,https://munchmakers.com/blog/roll-your-way-the-ultimate-guide-to-choosing-the-best-cigarette-rolling-machine-06bf76/,No,0,575.82,blog,
https://munchmakers.com/blog/rolling-in-style-the-complete-guide-to-weed-rolling-tray-sets/,200,OK,https://munchmakers.com/blog/rolling-in-style-the-complete-guide-to-weed-rolling-tray-sets/,No,0,548.81,blog,
https://munchmakers.com/blog/rolling-in-style-the-ultimate-guide-to-choosing-the-perfect-rolling-tray/,200,OK,https://munchmakers.com/blog/rolling-in-style-the-ultimate-guide-to-choosing-the-perfect-rolling-tray/,No,0,553.44,blog,
https://munchmakers.com/blog/rolling-in-style-the-ultimate-guide-to-cute-and-girly-weed-rolling-tray-sets/,200,OK,https://munchmakers.com/blog/rolling-in-style-the-ultimate-guide-to-cute-and-girly-weed-rolling-tray-sets/,No,0,609.1,blog,
https://munchmakers.com/blog/rolling-in-style-the-ultimate-guide-to-wooden-rolling-trays-you-need-to-know/,200,OK,https://munchmakers.com/blog/rolling-in-style-the-ultimate-guide-to-wooden-rolling-trays-you-need-to-know/,No,0,549.58,blog,
https://munchmakers.com/blog/rolling-papers-the-future-of-unique-business-cards/,200,OK,https://munchmakers.com/blog/rolling-papers-the-future-of-unique-business-cards/,No,0,561.41,blog,
https://munchmakers.com/blog/rolling-tray-basics-choosing-the-right-size-and-style/,200,OK,https://munchmakers.com/blog/rolling-tray-basics-choosing-the-right-size-and-style/,No,0,640.03,blog,
https://munchmakers.com/blog/rolling-with-style-the-rise-of-business-card-papers/,200,OK,https://munchmakers.com/blog/rolling-with-style-the-rise-of-business-card-papers/,No,0,527.88,blog,
https://munchmakers.com/blog/rolling-with-style-the-ultimate-humorous-guide-to-choosing-the-best-rolling-paper-brands/,200,OK,https://munchmakers.com/blog/rolling-with-style-the-ultimate-humorous-guide-to-choosing-the-best-rolling-paper-brands/,No,0,554.02,blog,
https://munchmakers.com/blog/smoking-evolution-hand-rolled-vs-pre-rolled-joints/,200,OK,https://munchmakers.com/blog/smoking-evolution-hand-rolled-vs-pre-rolled-joints/,No,0,569.54,blog,
https://munchmakers.com/blog/spark-your-creativity-the-magic-of-custom-lighters/,200,OK,https://munchmakers.com/blog/spark-your-creativity-the-magic-of-custom-lighters/,No,0,537.99,blog,
https://munchmakers.com/blog/the-barneys-farm-is-finally-opening-in-the-us/,200,OK,https://munchmakers.com/blog/the-barneys-farm-is-finally-opening-in-the-us/,No,0,576.65,blog,
https://munchmakers.com/blog/the-best-weed-stash-jar-for-your-cannabis-needs-ab629d/,200,OK,https://munchmakers.com/blog/the-best-weed-stash-jar-for-your-cannabis-needs-ab629d/,No,0,602.75,blog,
https://munchmakers.com/blog/the-complete-guide-to-weed-grinders-everything-you-need-to-know-in-2025/,200,OK,https://munchmakers.com/blog/the-complete-guide-to-weed-grinders-everything-you-need-to-know-in-2025/,No,0,550.66,blog,
https://munchmakers.com/blog/the-definitive-guide-to-metal-weed-grinders/,200,OK,https://munchmakers.com/blog/the-definitive-guide-to-metal-weed-grinders/,No,0,571.38,blog,
https://munchmakers.com/blog/the-essential-guide-to-choosing-the-best-weed-grinder/,200,OK,https://munchmakers.com/blog/the-essential-guide-to-choosing-the-best-weed-grinder/,No,0,572.39,blog,
